set_id,t_sec,movement_raw,phone_proxy_raw,texture_density_raw,lighting_flux_raw,motion_change_raw,face_count_raw,face_area_ratio_raw,movement_norm,phone_proxy_norm,texture_density_norm,lighting_flux_norm,motion_change_norm,face_count_norm,face_area_ratio_norm,crowd_energy_v1,crowd_energy,crowd_energy_smooth
set_3_unknown_dj,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24573577691149048
set_3_unknown_dj,10,1.5220146179199219,0.1736111111111111,0.024110243055555557,0.06968962758714596,0.19402488425925926,0.0,0.0,0.2619548277336476,0.14285714285714285,0.14065665091154628,0.29804231626970035,0.31067713762828086,0.0,0.0,0.22622552227069614,0.22925799480043044,0.28555121694521934
set_3_unknown_dj,20,3.6706488132476807,0.08680555555555555,0.12803819444444445,0.16095273352396514,0.4294994212962963,0.0,0.0,0.6317575181105154,0.07142857142857142,0.7469615124915598,0.6883481397491421,0.6877244191164548,0.0,0.0,0.46365883410593217,0.507949335934041,0.32342532938256957
set_3_unknown_dj,30,3.3453171253204346,0.0,0.13742766203703705,0.09870154774872912,0.2654152199074074,0.0,0.0,0.5757644906691965,0.0,0.8017386900742742,0.42211788079438056,0.4249889962239674,0.0,0.0,0.40303514346843755,0.40499753704640595,0.39301757259990006
set_3_unknown_dj,40,3.966886043548584,0.08680555555555555,0.14385127314814813,0.08451652709694989,0.2532841435185185,1.0,0.027806712962962964,0.682743081401504,0.07142857142857142,0.8392133693450371,0.3614526633471631,0.4055644357958626,0.3333333333333333,0.27754512635379064,0.49934872840962413,0.47492177913197037,0.4515802358226212
set_3_unknown_dj,50,2.6703007221221924,0.0,0.12803096064814815,0.07743350580973131,0.2339482060185185,1.0,0.012160011574074075,0.459587021980466,0.0,0.7469193112761647,0.3311606364886411,0.3746032849167188,0.3333333333333333,0.12137184115523467,0.3217109153863262,0.34796121608665265,0.3896110182377524
set_3_unknown_dj,60,3.8601951599121094,0.1736111111111111,0.04131944444444444,0.17305566902687003,0.4462818287037037,0.0,0.0,0.6643804509019763,0.14285714285714285,0.2410533423362593,0.7401088831458238,0.7145967984803206,0.0,0.0,0.5079234584885262,0.5220713109140365,0.41607176199804313
set_3_unknown_dj,70,1.7438410520553589,0.0,0.04482783564814815,0.0480674984114016,0.11948061342592593,0.0,0.0,0.30013350529466365,0.0,0.2615209318028359,0.20557074359322147,0.1913151249797299,0.0,0.0,0.21009345370626453,0.19810324800969664,0.429595423611456
set_3_unknown_dj,80,4.0472092628479,0.08680555555555555,0.1368995949074074,0.1598336510530138,0.41901041666666666,0.0,0.0,0.6965675577415016,0.07142857142857142,0.798658001350439,0.6835621487302911,0.6709291820140385,0.0,0.0,0.5090258618476226,0.5373012558478595,0.4565940976834858
set_3_unknown_dj,90,3.7376556396484375,0.4340277777777778,0.030555555555555555,0.16135654956427015,0.4322120949074074,0.0,0.0,0.6432901022658354,0.3571428571428571,0.17825793382849425,0.6900751437835497,0.6920680149188038,0.0,0.0,0.5574459287289418,0.5425400871990349,0.4462475141717185
set_3_unknown_dj,100,3.428525924682617,0.08680555555555555,0.13793402777777777,0.15015826411583152,0.41573350694444444,0.0,0.0,0.5900856058846556,0.07142857142857142,0.8046927751519244,0.6421833261794401,0.665682118284801,0.0,0.0,0.4344884955478303,0.48295458644680167,0.51864522123638
set_3_unknown_dj,110,4.1353607177734375,0.0,0.13392650462962963,0.09870052650689906,0.297728587962963,0.0,0.0,0.7117393563021803,0.0,0.7813133018230926,0.4221135132393937,0.4767299094215489,0.0,0.0,0.4982175494115262,0.4703383933551997,0.5258409399201904
set_3_unknown_dj,120,4.5309576988220215,0.0,0.06761429398148149,0.17300279139433553,0.4900318287037037,0.0,0.0,0.7798257845154375,0.0,0.3944547602970966,0.7398827408542792,0.7846503115806056,0.0,0.0,0.5458780491608062,0.5600917833330041,0.5486917043868942
set_3_unknown_dj,130,4.4681267738342285,0.0,0.11181278935185185,0.17581483750907773,0.5110026041666667,0.0,0.0,0.7690119171992242,0.0,0.6523041863605672,0.7519090461526815,0.8182292028632984,0.0,0.0,0.5383083420394569,0.5732798492669113,0.5584588040710001
set_3_unknown_dj,140,4.96322774887085,0.08680555555555555,0.14071903935185184,0.17979600694444445,0.5311776620370371,1.0,0.007407407407407408,0.854224036123369,0.07142857142857142,0.8209402430790007,0.7689353526642935,0.8505339727106356,0.3333333333333333,0.07393501805054152,0.6193853967149296,0.6567939095325546,0.5833206317619882
set_3_unknown_dj,150,3.759223699569702,0.1736111111111111,0.07918113425925925,0.17559311456063909,0.4766782407407407,0.0,0.0,0.647002193696958,0.14285714285714285,0.4619345037137069,0.7509608014366345,0.7632682373109089,0.0,0.0,0.4957586784450134,0.5317900848673311,0.5784093269923971
set_3_unknown_dj,160,4.01023006439209,0.2604166666666667,0.12607783564814815,0.174546199845679,0.4732855902777778,1.0,0.007877604166666666,0.6902030462268495,0.21428571428571427,0.7355249831195139,0.7464834509701916,0.7578358468274377,0.3333333333333333,0.07862815884476534,0.5474278466445088,0.5946475318101401,0.560493905533976
set_3_unknown_dj,170,4.639545917510986,0.0,0.13547453703703705,0.10541482275780684,0.32722077546296297,1.0,0.02433449074074074,0.7985149664626164,0.0,0.7903443619176234,0.4508286101056973,0.5239534829846875,0.3333333333333333,0.24288808664259925,0.5589604765238315,0.5355352594850487,0.47143204086889573
set_3_unknown_dj,180,3.683760166168213,0.08680555555555555,0.023307291666666667,0.1652749693627451,0.4452039930555556,0.0,0.0,0.634014120744429,0.07142857142857142,0.13597231600270088,0.7068330883054105,0.7128709430815207,0.0,0.0,0.46523845594967167,0.483702741974806,0.47000299960555453
set_3_unknown_dj,190,1.8174598217010498,0.08680555555555555,0.028631365740740742,0.050050835148874366,0.09978298611111111,0.0,0.0,0.31280407487621986,0.07142857142857142,0.16703241053342338,0.21405289934071756,0.15977482799360623,0.0,0.0,0.24039142384192533,0.21148458620715266,0.4462594848722839
set_3_unknown_dj,200,3.3381237983703613,0.3472222222222222,0.13723958333333333,0.1611312806372549,0.40947627314814816,0.0,0.0,0.5745264429527999,0.2857142857142857,0.800641458474004,0.6891117339460204,0.6556628906340493,0.0,0.0,0.48788279578124555,0.5246448785506252,0.3858819174345819
set_3_unknown_dj,210,3.773159980773926,0.0,0.02488425925925926,0.1632219896060276,0.44798900462962965,0.0,0.0,0.6494007752211547,0.0,0.14517218095881163,0.6980530895720014,0.7173303681052657,0.0,0.0,0.45458054265480824,0.4759299581437869,0.34702915995342687
set_3_unknown_dj,220,2.198453426361084,0.0,0.030736400462962964,0.0472667313453159,0.15044849537037036,0.0,0.0,0.3783771074222132,0.0,0.17931296421336937,0.20214609519959603,0.24090161465934626,0.0,0.0,0.2648639751955492,0.23364742229653845,0.44422044013976925
set_3_unknown_dj,230,2.7041430473327637,0.0,0.03002025462962963,0.06564616240014524,0.18195167824074074,0.0,0.0,0.46541164440279,0.0,0.175135043889264,0.28074958890388685,0.29134524057729283,0.0,0.0,0.32578815108195297,0.28943895456903096,0.436043068561459
set_3_unknown_dj,240,3.6692700386047363,0.4340277777777778,0.16349826388888888,0.233824607389252,0.5879050925925926,3.0,0.024406828703703705,0.6315202163988081,0.3571428571428571,0.9538318703578663,1.0,0.9413672481293581,1.0,0.2436101083032491,0.5492070086220228,0.6974409871388643,0.46100264356438886
set_3_unknown_dj,250,3.441863775253296,0.2604166666666667,0.12742332175925927,0.11872285198801744,0.38095341435185187,0.0,0.0,0.5923811911618552,0.21428571428571427,0.7433744091829846,0.5077431897079052,0.6099914286376168,0.0,0.0,0.4789525480990129,0.48375802065907436,0.5251460628966005
set_3_unknown_dj,260,4.489914894104004,0.2604166666666667,0.0845558449074074,0.16548140205156137,0.49528356481481484,0.0,0.0,0.7727618833458761,0.21428571428571427,0.4932900067521945,0.7077159410176257,0.7930595130539534,0.0,0.0,0.6052190326278275,0.600727833158436,0.5657732242416128
set_3_unknown_dj,270,4.226476669311523,0.0,0.13111255787037038,0.1492066936728395,0.4771122685185185,1.0,0.011002604166666667,0.7274213761119286,0.0,0.7648970290344362,0.6381137354994141,0.7639632126392847,0.3333333333333333,0.10981949458483756,0.50919496327835,0.554364518957597,0.5066551704021619
set_3_unknown_dj,280,3.836958408355713,0.08680555555555555,0.04514612268518518,0.15442736701161947,0.43018663194444445,0.0,0.0,0.6603811599757405,0.07142857142857142,0.26337778528021605,0.6604410405554171,0.6888247967197165,0.0,0.0,0.48369538341158974,0.4925747612940925,0.5402749540066245
set_3_unknown_dj,290,2.894768714904785,0.3472222222222222,0.06847511574074074,0.09110923883442267,0.26284722222222223,0.0,0.0,0.49822033974809826,0.2857142857142857,0.3994767049291019,0.3896477785280806,0.42087705886441035,0.0,0.0,0.43446852353795445,0.4018507179416096,0.5070157093900481
