set_id,t_sec,movement_raw,phone_proxy_raw,texture_density_raw,lighting_flux_raw,motion_change_raw,face_count_raw,face_area_ratio_raw,movement_norm,phone_proxy_norm,texture_density_norm,lighting_flux_norm,motion_change_norm,face_count_norm,face_area_ratio_norm,crowd_energy_v1,crowd_energy,crowd_energy_smooth
set_Fa8LQLy4C5A,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228704836483258
set_Fa8LQLy4C5A,10,4.179370880126953,0.08680555555555555,0.11201533564814815,0.0886137209513435,0.2668402777777778,1.0,0.004166666666666667,0.7170093442653125,0.05555555555555555,0.5865085978334975,0.4097772811533068,0.4623019851614197,0.3333333333333333,0.042077580539118996,0.5185732076523855,0.4874542032779812,0.35176682529489417
set_Fa8LQLy4C5A,20,3.9987661838531494,0.2604166666666667,0.11705005787037037,0.07471720111655773,0.23073640046296295,1.0,0.004521122685185185,0.6860249548534347,0.16666666666666669,0.6128702371032497,0.34551547097022844,0.39975185482253855,0.3333333333333333,0.04565709693914822,0.5302174683974042,0.48115724766699625,0.3837914601800179
set_Fa8LQLy4C5A,30,3.1310153007507324,0.3472222222222222,0.12349537037037037,0.08389669004175744,0.2603153935185185,1.0,0.006083622685185185,0.5371543450117903,0.2222222222222222,0.6466176804787516,0.3879642697991439,0.45099759374373366,0.3333333333333333,0.06143618964131784,0.44267470817491983,0.43845585023459926,0.46765660566744965
set_Fa8LQLy4C5A,40,4.395556926727295,0.0,0.08279803240740741,0.11953360452977486,0.3922381365740741,0.0,0.0,0.7540980401380063,0.0,0.4335277630482539,0.5527603958484164,0.679554341287347,0.0,0.0,0.5278686280966044,0.5118899997205127,0.4690260681497474
set_Fa8LQLy4C5A,50,3.7958223819732666,0.0,0.061422164351851855,0.08800276302650689,0.2837456597222222,0.0,0.0,0.6512080873194904,0.0,0.3216044239072798,0.40695202255169505,0.49159063565269695,0.0,0.0,0.4558456611236433,0.4193257274371587,0.46339993622909326
set_Fa8LQLy4C5A,60,4.221675395965576,0.08680555555555555,0.12023292824074074,0.10212415463870735,0.3172019675925926,0.0,0.0,0.7242670713325957,0.05555555555555555,0.6295356412393001,0.472253709455532,0.5495538399839583,0.0,0.0,0.5236536165994837,0.49430151568946984,0.47556615977842515
set_Fa8LQLy4C5A,70,4.13955020904541,0.0,0.03810040509259259,0.0997946169208424,0.3131293402777778,0.0,0.0,0.7101777435102451,0.0,0.19949246269222026,0.46148120580573126,0.5424979947864447,0.0,0.0,0.49712442045717153,0.4530265880637255,0.44067665460271294
set_Fa8LQLy4C5A,80,4.131016731262207,0.1736111111111111,0.10967158564814815,0.0918407316630356,0.2831741898148148,1.0,0.005671296296296297,0.7087137472569499,0.1111111111111111,0.5742368002424059,0.42469997779095137,0.4906005614597954,0.3333333333333333,0.05727226240046753,0.5294329564131982,0.4992869679812589,0.43638230033777364
set_Fa8LQLy4C5A,90,2.683187484741211,0.08680555555555555,0.11242766203703704,0.07331968840777052,0.22449363425925925,0.0,0.0,0.46032538249315386,0.05555555555555555,0.5886675251874858,0.33905293952435384,0.3889362342089432,0.0,0.0,0.33889443441187433,0.33744247384195203,0.39041748136262877
