set_id,t_sec,movement_raw,phone_proxy_raw,texture_density_raw,lighting_flux_raw,motion_change_raw,face_count_raw,face_area_ratio_raw,movement_norm,phone_proxy_norm,texture_density_norm,lighting_flux_norm,motion_change_norm,face_count_norm,face_area_ratio_norm,crowd_energy_v1,crowd_energy,crowd_energy_smooth,moment_type,track,track_source,track_confidence
set_T3gcbYL2VMg,30,4.3928422927856445,0.4340277777777778,0.0543981481481481,0.1964130582788671,0.5844039351851852,0.0,0.0,0.7279722878552649,0.0454545454545454,0.3337179373391319,0.3806130953892674,0.5871946388725351,0.0,0.0,0.5232169651350491,0.4691757636883785,0.4654838968696639,high,Unknown,none,0.0
set_T3gcbYL2VMg,40,4.616420745849609,1.0416666666666667,0.1059461805555555,0.1877790543300653,0.6166883680555556,0.0,0.0,0.7650232237059359,0.1090909090909091,0.6499511848761872,0.363881952371827,0.6196332395717494,0.0,0.0,0.5682435293214279,0.5151218085426112,0.4677311406025722,high,Unknown,none,0.0
set_T3gcbYL2VMg,50,4.419394016265869,0.0868055555555555,0.1337456597222222,0.1805582221314451,0.5848017939814815,1.0,0.02109375,0.7323723818263468,0.009090909090909,0.8204934765243632,0.3498892814237416,0.5875943975636525,0.3333333333333333,0.169920167822388,0.5153879400057154,0.5003199261028493,0.4801387064045649,high,Unknown,none,0.0
set_T3gcbYL2VMg,60,4.316098213195801,0.1736111111111111,0.073951099537037,0.1695332073801743,0.6227936921296297,0.0,0.0,0.7152544255978112,0.0181818181818181,0.4536700097630247,0.3285247905494348,0.6257677183954413,0.0,0.0,0.5061326433730132,0.4600398460654893,0.4687895239155876,high,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,270,4.663897514343262,0.8680555555555556,0.097120949074074,0.1726894403594771,0.5441767939814814,0.0,0.0,0.772890970708158,0.0909090909090909,0.5958107748291471,0.3346410010221444,0.5467754010306506,0.0,0.0,0.5682964067684378,0.5006469839983334,0.4888251122332575,high,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,280,4.047342300415039,0.5208333333333334,0.1030164930555555,0.269382914624183,0.7169343171296296,0.0,0.0,0.6707167792035958,0.0545454545454545,0.6319783438359813,0.5220155211601059,0.7203578930536476,0.0,0.0,0.4858653818061534,0.4946686762218887,0.502816140665826,high,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,290,4.544891357421875,1.215277777777778,0.1168258101851851,0.2548734794843864,0.7031684027777778,0.0,0.0,0.7531695287467196,0.1272727272727273,0.7166947723440136,0.4938988517833326,0.7065262423409869,0.0,0.0,0.5654004883045219,0.5449530240093685,0.4822395184698296,high,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,300,4.553404808044434,0.0868055555555555,0.0817491319444444,0.199525236020334,0.5844111689814815,0.0,0.0,0.7545803593011023,0.009090909090909,0.5015088310996716,0.3866439347538249,0.5872019072123736,0.0,0.0,0.5309335242380443,0.4831715659929725,0.4645416024903924,high,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,430,1.9390708208084104,0.0868055555555555,0.0165798611111111,0.0544944852941176,0.1542100694444444,0.0,0.0,0.3213386066819508,0.009090909090909,0.1017129670719801,0.1056004876212992,0.1549464686770894,0.0,0.0,0.2276642974046382,0.1828409231895625,0.2556134547427683,low,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,440,2.2091405391693115,0.4340277777777778,0.0376519097222222,0.0978494065450254,0.2979600694444444,0.0,0.0,0.3660939740846215,0.0454545454545454,0.2309842904056093,0.1896145084927486,0.2993829179477115,0.0,0.0,0.2699021454955986,0.2437628800179527,0.1659681632176636,low,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,450,1.7725001573562622,0.0,0.0060980902777777,0.1035318230301379,0.3099392361111111,0.0,0.0,0.2937348779612606,0.0,0.0374101357947989,0.2006260071509434,0.3114192887202634,0.0,0.0,0.2056144145728824,0.1952870318169751,0.1992418484695334,low,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,460,0.4477018713951111,0.0868055555555555,0.0137514467592592,0.0244312250363108,0.0325159143518518,0.0,0.0,0.0741921821622941,0.009090909090909,0.0843614094257566,0.0473433093843462,0.0326711875740462,0.0,0.0,0.0546618002408786,0.0497913494275585,0.2370184300154584,low,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,470,2.8295528888702393,0.78125,0.0570963541666666,0.1119302605301379,0.3029513888888889,1.0,0.0218822337962962,0.4689073617555555,0.0818181818181818,0.3502707020502352,0.2169006648611748,0.3043980724362748,0.3333333333333333,0.1762717790338558,0.3527806077743434,0.3245270578956185,0.2624979993837906,low,Charli xcx - 365,audio_fingerprint,0.81
set_T3gcbYL2VMg,600,3.693278551101685,0.8680555555555556,0.0715060763888889,0.1790629538852578,0.5178023726851851,0.0,0.0,0.6120421033433776,0.0909090909090909,0.4386704535368776,0.3469917211464069,0.5202750339794887,0.0,0.0,0.4557021996130916,0.4196105489330919,0.4775292278906559,high,Andini - Goyang Tiktokan,audio_fingerprint,0.81
set_T3gcbYL2VMg,610,4.125723361968994,0.5208333333333334,0.0232132523148148,0.1800050211056645,0.5239221643518519,0.0,0.0,0.6837059185582377,0.0545454545454545,0.142407029377829,0.3488172775730813,0.5264240494828577,0.0,0.0,0.4949577793544027,0.4306621023134373,0.4735176742096392,high,Andini - Goyang Tiktokan,audio_fingerprint,0.81
