set_id,t_sec,movement_raw,phone_proxy_raw,texture_density_raw,lighting_flux_raw,motion_change_raw,face_count_raw,face_area_ratio_raw,movement_norm,phone_proxy_norm,texture_density_norm,lighting_flux_norm,motion_change_norm,face_count_norm,face_area_ratio_norm,crowd_energy_v1,crowd_energy,crowd_energy_smooth,moment_type,track,track_source,track_confidence
set_Zy_JR9_Y8dE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996692195638804,low,Unknown,none,0.0
set_Zy_JR9_Y8dE,10,3.735323429107666,0.5208333333333334,0.0889756944444444,0.2261041609931009,0.9146918402777776,0.0,0.0,0.5823970619417129,0.25,0.7360421279396805,0.4653671636262617,0.92124934429096,0.0,0.0,0.482677943359199,0.5108107932437901,0.3099032597155719,low,Unknown,none,0.0
set_Zy_JR9_Y8dE,20,3.875642061233521,0.0,0.032863136574074,0.1600798270697167,0.5287977430555556,0.0,0.0,0.6042749958440257,0.0,0.2718568607504039,0.329476002343405,0.5325887392900858,0.0,0.0,0.4229924970908179,0.3881968654478511,0.3180159677652355,low,Unknown,none,0.0
set_Zy_JR9_Y8dE,40,3.3067800998687744,0.0,0.097583912037037,0.0880386766975308,0.3400245949074074,1.0,0.0235026041666666,0.5155802572927314,0.0,0.8072527077972593,0.1812010406362646,0.3424622603019175,0.3333333333333333,0.1098228772309356,0.3609061801049119,0.3504667999638901,0.3285531804101703,low,Unknown,none,0.0
set_Zy_JR9_Y8dE,50,2.9330222606658936,0.0,0.0708405671296296,0.1043456676652142,0.4326750578703703,0.0,0.0,0.4573053925960907,0.0,0.586021183651487,0.2147640591166783,0.4357769423558897,0.0,0.0,0.3201137748172635,0.3108807889539059,0.3462532639399596,low,Unknown,none,0.0
set_Zy_JR9_Y8dE,110,4.323792457580566,0.0868055555555555,0.0887514467592592,0.0984375283678286,0.3387369791666667,1.0,0.0133752893518518,0.6741488579322905,0.0416666666666666,0.7341870624139789,0.2026039378033111,0.3411654135338346,0.3333333333333333,0.0625,0.4844042005526033,0.4295834712141098,0.352815457024065,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,120,3.3655171394348145,0.0,0.0184389467592592,0.1823896775145243,0.6252025462962963,0.0,0.0,0.5247383074374247,0.0,0.1525342588714021,0.3753940950349543,0.6296846768082999,0.0,0.0,0.3673168152061972,0.3630365332264843,0.3172793717541891,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,130,0.6845163106918335,0.0,0.0062210648148148,0.0287305964052287,0.0495225694444444,0.0,0.0,0.1067271136661225,0.0,0.0514631081323679,0.0591332600853822,0.0498776009791921,0.0,0.0,0.0747089795662857,0.0644581056671,0.2943618528374517,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,140,1.6088926792144775,0.0,0.0538917824074074,0.1757829804375454,0.6868344907407408,0.0,0.0,0.2508522721358794,0.0,0.4458141344024893,0.3617962033988716,0.6917584659322725,0.0,0.0,0.1755965904951155,0.2586195062843281,0.2916503466198923,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,150,3.516564130783081,0.0868055555555555,0.0458767361111111,0.1171463666485112,0.4557942708333333,0.0,0.0,0.5482889652709234,0.0416666666666666,0.3795105020645083,0.2411104339561589,0.4590618989333799,0.0,0.0,0.3963022756896464,0.3561116477952361,0.3409985844895645,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,360,4.157748222351074,0.0868055555555555,0.0647497106481481,0.1780656545025417,0.5882161458333334,0.0,0.0,0.6482598883195262,0.0416666666666666,0.5356352103404943,0.3664943989139156,0.5924331176779157,0.0,0.0,0.4662819218236683,0.4410495151990238,0.3192356720629028,low,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,500,3.746691226959229,0.0,0.0072844328703703,0.2754829622821351,0.7304325810185185,0.0,0.0,0.5841694846502543,0.0,0.0602597091735982,0.566998520600023,0.7356691146470828,0.0,0.0,0.408918639255178,0.4245059431060061,0.5184619895423827,high,Chase & Status & Mozey - On The Block (feat. Savo & Horrid1),audio_fingerprint,0.84
set_Zy_JR9_Y8dE,600,6.099002838134766,0.1736111111111111,0.0856915509259259,0.2395267678830791,0.6751229745370371,0.0,0.0,0.95093273745037,0.0833333333333333,0.708874394111663,0.4929935481625908,0.6799629888675177,0.0,0.0,0.6906529162152589,0.6219754493360566,0.5213216253221216,high,T>I - Dye Migration (Serum Remix),audio_fingerprint,0.81
set_Zy_JR9_Y8dE,610,3.934509754180908,0.0,0.0178457754629629,0.2433566516884531,0.6505642361111111,0.0,0.0,0.6134534169544128,0.0,0.1476273113518042,0.5008762078876343,0.6552281867459346,0.0,0.0,0.4294173918680889,0.4240896530548146,0.5161788457728871,high,T>I - Dye Migration (Serum Remix),audio_fingerprint,0.81
set_Zy_JR9_Y8dE,780,5.155660629272461,1.0416666666666667,0.1208839699074074,0.2238696555010893,0.6764756944444444,0.0,0.0,0.8038504991183981,0.5,1.0,0.4607681085785464,0.6813254065396048,0.0,0.0,0.7126953493828787,0.6489804815440217,0.5446718873701678,high,Watch the Ride & Nia Archives - Mash up the Dance,audio_fingerprint,0.84
set_Zy_JR9_Y8dE,790,5.039457321166992,0.3472222222222222,0.1001446759259259,0.23572173429557,0.6719835069444444,1.0,0.009375,0.7857325324916903,0.1666666666666666,0.8284363592843037,0.4851620351097382,0.6768010141633153,0.3333333333333333,0.0438074634937804,0.6000127727441832,0.5854558642682681,0.5225894243187601,high,Watch the Ride & Nia Archives - Mash up the Dance,audio_fingerprint,0.84
set_Zy_JR9_Y8dE,800,4.222337245941162,0.2604166666666667,0.104347511574074,0.1600055033587509,0.4759331597222222,0.0,0.0,0.6583303569915088,0.125,0.8632038776853569,0.3293230294197293,0.4793451652386781,0.0,0.0,0.4983312498940561,0.461741825467274,0.5375924465744621,high,Watch the Ride & Nia Archives - Mash up the Dance,audio_fingerprint,0.84
set_Zy_JR9_Y8dE,840,5.120654582977295,0.3472222222222222,0.1122540509259259,0.1876762776870007,0.5308087384259259,0.0,0.0,0.7983924928976702,0.1666666666666666,0.928609897672192,0.3862749656774301,0.5346141516582152,0.0,0.0,0.6088747450283691,0.5504431100383306,0.5298045843152674,high,Watch the Ride & Nia Archives - Mash up the Dance,audio_fingerprint,0.84
