set_id,start_sec,timestamp,track,source,confidence
set_EIQlDpgAY5Y,60,00:01:00,Sara Landry - Legacy,audio_fingerprint,0.81
set_EIQlDpgAY5Y,540,00:09:00,Carter Graham & INNERGATE RECORDS - Listen to My Beat,audio_fingerprint,0.81
set_EIQlDpgAY5Y,780,00:13:00,Nineted - Feet Down,audio_fingerprint,0.81
set_EIQlDpgAY5Y,1260,00:21:00,State Of Minds - Bass Alert,audio_fingerprint,0.81
set_EIQlDpgAY5Y,1740,00:29:00,luxuray666 - skull,audio_fingerprint,0.81
set_EIQlDpgAY5Y,2460,00:41:00,Veseli - Drop It Hard,audio_fingerprint,0.81
set_EIQlDpgAY5Y,2940,00:49:00,Veseli - Tryambakam,audio_fingerprint,0.81
